# RD,State Code,County Code,Site ID,Parameter Code,Parameter,Parameter Abbreviation,Parameter Alternate Name,CAS Number,POC,Sample Duration,Unit Code,Units,Method Code,Date,Start Time,Sample Value,Null Data Code,Sampling Frequency,Qualifier - 1,Qualifier - 2,Qualifier - 3,Alternate Method Detectable Limit,Makeup Sample,Standard Units,Still Valid,Round or Truncate,MAAC ppb,MAAC ug/m3,Type
RD,40,115,522,43829,"1,2-Dichloropropane",2CLPR,"Propane,1,2-dichloro-",78-87-5,6,7,8,Parts per billion,149,2024-03-19,1900-01-01,0.0,,,ND,,,0.0215,False,Parts per billion Carbon,YES,R,,,
RD,40,115,522,43829,"1,2-Dichloropropane",2CLPR,"Propane,1,2-dichloro-",78-87-5,6,7,8,Parts per billion,149,2024-03-25,1900-01-01,0.0,,,ND,,,0.0215,False,Parts per billion Carbon,YES,R,,,
RD,40,115,522,43829,"1,2-Dichloropropane",2CLPR,"Propane,1,2-dichloro-",78-87-5,6,7,8,Parts per billion,149,2024-03-31,1900-01-01,0.0,,,ND,,,0.0215,False,Parts per billion Carbon,YES,R,,,
RD,40,115,522,43829,"1,2-Dichloropropane",2CLPR,"Propane,1,2-dichloro-",78-87-5,6,7,8,Parts per billion,149,2024-04-06,1900-01-01,0.0527,,,SQ,,,0.0215,False,Parts per billion Carbon,YES,R,,,
RD,40,115,522,43829,"1,2-Dichloropropane",2CLPR,"Propane,1,2-dichloro-",78-87-5,6,7,8,Parts per billion,149,2024-04-12,1900-01-01,0.0,,,ND,,,0.0215,False,Parts per billion Carbon,YES,R,,,
RD,40,115,522,43829,"1,2-Dichloropropane",2CLPR,"Propane,1,2-dichloro-",78-87-5,6,7,8,Parts per billion,149,2024-04-18,1900-01-01,0.0,,,ND,,,0.0215,False,Parts per billion Carbon,YES,R,,,
RD,40,115,522,43829,"1,2-Dichloropropane",2CLPR,"Propane,1,2-dichloro-",78-87-5,6,7,8,Parts per billion,149,2024-04-24,1900-01-01,0.173,,,,,,0.0215,False,Parts per billion Carbon,YES,R,,,
RD,40,115,522,43829,"1,2-Dichloropropane",2CLPR,"Propane,1,2-dichloro-",78-87-5,6,7,8,Parts per billion,149,2024-05-06,1900-01-01,0.0,,,ND,,,0.0215,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-01-04,1900-01-01,0.0,,,ND,,,0.0149,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-01-10,1900-01-01,0.0,,,ND,,,0.0149,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-01-16,1900-01-01,0.0,,,ND,,,0.0149,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-01-22,1900-01-01,0.0,,,ND,,,0.0149,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-02-03,1900-01-01,0.0,,,ND,,,0.0149,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-02-09,1900-01-01,0.0,,,ND,,,0.0149,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-02-15,1900-01-01,0.0,,,ND,,,0.0149,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-02-21,1900-01-01,0.0,,,ND,,,0.0149,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-02-27,1900-01-01,0.0,,,ND,,,0.0149,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-03-05,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-03-11,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-03-17,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-03-23,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-03-29,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-04-04,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-04-10,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-04-16,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-04-22,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-04-28,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-05-07,1900-01-01,0.0,,,ND,,,0.0159,True,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-05-10,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-05-16,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-05-22,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-05-28,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-06-03,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-06-09,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-06-15,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-06-21,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-06-27,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-07-03,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-07-09,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-07-15,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-07-21,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-07-27,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-08-02,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-08-08,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-08-14,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-08-20,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-08-26,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-08-31,1900-01-01,0.0,,,ND,,,0.0159,True,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-09-07,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-09-13,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-09-19,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-09-25,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-10-01,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-10-07,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-10-13,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-10-19,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-10-25,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-10-31,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-11-09,1900-01-01,0.0,,,ND,,,0.0159,True,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-11-12,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-11-18,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-11-24,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-11-30,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-12-06,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-12-12,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-12-18,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-12-24,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2021-12-30,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-01-05,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-01-13,1900-01-01,0.0,,,ND,,,0.0159,True,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-01-17,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-01-23,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-01-29,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-02-04,1900-01-01,0.012,,,MD,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-02-10,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-02-16,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-02-22,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-03-01,1900-01-01,0.0,,,ND,,,0.0159,True,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-03-06,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-03-12,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-03-18,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-03-24,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-03-30,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-04-05,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-04-11,1900-01-01,0.0,,,ND,,,0.0159,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-04-17,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-04-23,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-04-29,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-05-05,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-05-11,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-05-17,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-05-23,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-05-29,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-06-04,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-06-10,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-06-16,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-06-22,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-06-28,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-07-04,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-07-10,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-07-16,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-07-22,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-07-28,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-08-03,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-08-09,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-08-15,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-08-21,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-08-27,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-09-02,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
RD,40,109,1037,43830,"trans-1,3-Dichloropropene",,"1-Propene,1,3-dichloro-,(1E)-",10061-02-6,6,7,8,Parts per billion,149,2022-09-14,1900-01-01,0.0,,,ND,,,0.00985,False,Parts per billion Carbon,YES,R,,,
